Make,Colour,Odometer (KM),Doors,Price
Toyota,CanyonRidge,45242,4,"$7,840.08"
Nissan,Green,118604,5,"$8,487.32"
BMW,Red,195610,5,"$25,858.71"
BMW,Red,19215,5,"$22,711.35"
Toyota,Blue,178014,5,"$6,491.70"
Ford,Blue,89692,4,"$23,212.39"
Nissan,Black,145723,5,"$8,377.08"
BMW,White,40431,5,"$29,102.24"
Toyota,CanyonRidge,199250,5,"$5,122.23"
BMW,Red,160315,4,"$19,109.43"
Toyota,Red,188686,3,"$5,548.74"
BMW,CanyonRidge,242379,5,"$16,238.82"
BMW,Red,71392,4,"$20,750.69"
Ford,CanyonRidge,33321,5,"$24,360.24"
BMW,Green,200785,5,"$29,670.42"
Honda,Blue,225396,5,"$8,349.81"
Toyota,Green,172339,5,"$5,097.21"
Nissan,CanyonRidge,76086,3,"$5,790.87"
Toyota,Green,77275,4,"$4,539.40"
Honda,Red,86336,4,"$6,775.67"
Nissan,CanyonRidge,113448,4,"$7,900.68"
Ford,Green,182300,5,"$14,509.29"
Ford,Blue,173131,4,"$10,254.72"
Honda,CanyonRidge,136900,3,"$7,347.95"
Ford,Black,97056,3,"$13,815.02"
Toyota,Blue,70343,4,"$5,385.45"
Ford,Red,210301,3,"$15,671.96"
Toyota,Red,124178,3,"$5,338.06"
Toyota,Black,125351,4,"$4,051.59"
Honda,Green,53004,5,"$7,259.47"
Nissan,Red,87785,4,"$5,905.47"
Toyota,Red,136696,4,"$6,356.85"
Nissan,Red,186739,5,"$7,485.90"
Nissan,White,119405,3,"$8,600.46"
Honda,Blue,73424,4,"$7,299.39"
Honda,CanyonRidge,142071,3,"$7,984.53"
Ford,Black,41217,5,"$21,127.30"
BMW,Black,140176,4,"$15,986.22"
Honda,Red,98119,3,"$8,594.42"
BMW,CanyonRidge,74352,5,"$16,992.05"
Nissan,CanyonRidge,99846,4,"$6,543.50"
BMW,White,241004,5,"$17,970.61"
Toyota,CanyonRidge,161145,5,"$4,343.42"
Honda,Green,140869,5,"$8,643.15"
Ford,White,105612,3,"$22,998.21"
Toyota,CanyonRidge,130594,5,"$4,656.73"
Toyota,White,41078,3,"$6,733.96"
Toyota,Black,181962,5,"$5,320.45"
Toyota,Red,214951,4,"$5,917.07"
BMW,Black,193202,3,"$21,518.72"
Ford,Green,216004,3,"$8,629.09"
Nissan,Red,149174,5,"$4,771.96"
BMW,Green,18223,3,"$28,213.70"
BMW,Black,195939,3,"$16,118.49"
Nissan,Blue,59152,3,"$6,143.79"
Ford,Green,62991,3,"$11,195.26"
Toyota,Blue,77218,5,"$6,666.36"
Toyota,CanyonRidge,42130,3,"$5,771.31"
BMW,White,241064,3,"$18,469.63"
Ford,CanyonRidge,185837,3,"$15,476.76"
BMW,Red,248910,4,"$21,334.55"
Toyota,Green,243489,3,"$5,711.92"
Nissan,Green,72153,3,"$8,771.96"
Nissan,White,23989,3,"$6,343.30"
Toyota,CanyonRidge,174845,3,"$4,603.05"
BMW,Red,76991,3,"$23,438.19"
Honda,White,70287,5,"$6,930.38"
Ford,Blue,95878,5,"$23,407.83"
Toyota,Black,137630,3,"$5,701.04"
Toyota,Green,249471,4,"$5,186.71"
BMW,Green,41129,4,"$24,427.16"
Toyota,Green,214625,5,"$4,466.06"
Nissan,Blue,233517,4,"$6,884.15"
Ford,Red,241981,4,"$18,417.30"
Toyota,White,82231,5,"$4,837.00"
Toyota,Red,33637,5,"$6,190.08"
BMW,Blue,147664,5,"$28,321.47"
BMW,Green,79059,3,"$15,410.96"
BMW,Blue,226840,3,"$18,233.08"
Nissan,Green,158341,3,"$7,620.07"
Nissan,CanyonRidge,164857,5,"$9,018.35"
BMW,Green,248138,3,"$24,330.02"
Nissan,CanyonRidge,48007,4,"$8,436.71"
Nissan,White,32182,4,"$7,008.37"
Honda,Blue,24089,4,"$8,484.39"
Nissan,Black,173919,4,"$6,706.83"
Toyota,CanyonRidge,234261,4,"$4,213.95"
Honda,White,91161,4,"$6,397.39"
Nissan,Black,42913,4,"$7,617.50"
Toyota,White,120118,5,"$6,668.10"
BMW,White,130202,5,"$29,951.86"
BMW,Black,208972,5,"$27,387.35"
Nissan,Red,86354,4,"$9,349.91"
Honda,Blue,140010,4,"$6,218.45"
Ford,Blue,64673,4,"$17,255.08"
BMW,Green,38090,5,"$18,837.63"
Nissan,Green,152594,4,"$3,353.37"
Nissan,Black,164008,3,"$9,994.31"
Nissan,Green,210635,4,"$3,995.83"
Honda,Blue,32887,4,"$6,431.45"
Nissan,Green,145329,5,"$5,538.35"
BMW,Red,127481,5,"$29,125.23"
BMW,Black,204357,5,"$21,579.54"
Nissan,Black,127975,3,"$9,360.94"
Honda,Green,63844,4,"$8,704.53"
Ford,White,65879,5,"$7,163.11"
Ford,Red,178738,5,"$17,144.38"
Honda,White,202176,3,"$8,945.61"
Ford,CanyonRidge,217056,3,"$16,914.21"
Honda,CanyonRidge,28786,4,"$8,719.40"
Ford,White,220910,4,"$6,101.34"
Ford,Red,121803,3,"$22,363.33"
BMW,Blue,160724,3,"$23,591.49"
Honda,Red,91376,3,"$5,309.04"
Nissan,Green,216564,3,"$3,032.13"
Toyota,Blue,168225,5,"$5,069.10"
BMW,White,175468,4,"$29,308.24"
BMW,Blue,174642,5,"$25,827.37"
Ford,Blue,170531,5,"$7,789.52"
Toyota,CanyonRidge,25330,4,"$7,826.38"
Toyota,Blue,122466,3,"$7,192.56"
Nissan,Black,199780,5,"$6,454.63"
Toyota,Red,121240,3,"$6,001.90"
BMW,Blue,107734,4,"$20,907.92"
Ford,White,205506,4,"$9,112.49"
Ford,Red,11918,3,"$11,668.57"
Ford,White,182492,4,"$19,196.15"
BMW,Black,71855,4,"$20,660.73"
Nissan,Blue,187227,3,"$4,203.17"
Honda,Black,236943,4,"$7,596.30"
Toyota,Blue,100613,5,"$7,528.39"
Ford,Green,196624,5,"$12,793.97"
Nissan,CanyonRidge,81597,5,"$6,085.79"
Toyota,Red,190591,5,"$6,199.98"
Toyota,Green,112629,4,"$6,088.18"
Honda,CanyonRidge,45844,3,"$8,454.15"
Toyota,White,112332,4,"$5,333.05"
Toyota,White,25721,3,"$5,386.35"
BMW,Red,193176,5,"$24,384.69"
Honda,Red,80765,5,"$5,604.81"
BMW,Green,168726,4,"$24,632.48"
BMW,Black,181331,5,"$29,708.31"
BMW,Red,224094,3,"$22,282.18"
Ford,Blue,102416,5,"$17,350.29"
Honda,White,145417,3,"$6,601.61"
Ford,Red,223824,4,"$23,704.98"
Ford,Black,158886,3,"$4,380.95"
Nissan,CanyonRidge,39084,3,"$7,511.68"
Nissan,Black,90069,5,"$6,631.88"
Toyota,CanyonRidge,10655,3,"$4,159.17"
Nissan,Red,19557,3,"$5,581.94"
Ford,White,194933,3,"$17,495.45"
Nissan,White,130318,4,"$3,514.07"
Nissan,Green,160375,4,"$6,292.08"
Honda,White,73088,4,"$5,552.61"
Honda,Black,82995,5,"$8,870.48"
Honda,Red,132459,5,"$5,713.93"
Honda,Black,237020,4,"$5,858.88"
Honda,Black,80017,4,"$5,063.74"
Toyota,Green,25550,4,"$4,852.96"
BMW,Black,233232,5,"$24,020.28"
Honda,Red,156500,4,"$7,074.88"
Toyota,White,138358,5,"$7,602.17"
BMW,Black,146944,5,"$28,987.72"
Honda,Green,155233,4,"$7,406.13"
Ford,White,70494,5,"$6,728.55"
Toyota,Red,213392,5,"$6,629.04"
Honda,Black,204031,5,"$6,852.37"
Honda,White,200162,5,"$8,016.86"
Ford,Black,65732,3,"$13,105.77"
BMW,Red,72644,5,"$29,348.16"
Ford,Blue,97115,4,"$18,376.39"
Honda,Black,125265,4,"$7,970.82"
Nissan,Blue,90469,5,"$4,248.97"
Ford,Blue,218265,5,"$14,385.02"
Ford,Blue,109008,3,"$18,583.55"
Nissan,Red,245512,5,"$6,998.48"
Ford,Black,18411,3,"$18,555.20"
Honda,White,128514,4,"$8,582.15"
Toyota,CanyonRidge,202096,4,"$5,297.80"
Nissan,Red,141594,5,"$6,943.51"
Ford,Blue,113673,3,"$9,161.90"
Ford,Black,215913,3,"$23,548.23"
Ford,Blue,231429,4,"$21,797.46"
Ford,Red,205306,3,"$11,523.87"
Ford,Red,82550,5,"$13,457.68"
Toyota,White,20892,3,"$7,688.18"
Ford,Black,142553,3,"$20,115.21"
Ford,Red,200415,4,"$19,542.71"
Toyota,CanyonRidge,101153,4,"$4,065.22"
Ford,Red,98927,3,"$17,248.92"
Nissan,White,79053,4,"$6,860.76"
Honda,Red,68199,5,"$7,037.47"
Ford,CanyonRidge,168938,3,"$11,507.21"
Nissan,Blue,130714,4,"$6,657.58"
Honda,Green,156154,3,"$8,170.68"
BMW,Blue,177226,4,"$23,927.81"
Toyota,Black,83029,4,"$5,738.14"
Ford,White,68881,4,"$14,113.51"
Honda,Green,242929,5,"$5,350.04"
Nissan,CanyonRidge,82210,5,"$3,908.13"
Honda,Green,179811,4,"$7,492.85"
Honda,CanyonRidge,49496,4,"$6,927.33"
Ford,White,245290,4,"$7,095.60"
Toyota,Red,99738,3,"$5,965.24"
Honda,Green,83913,3,"$6,196.09"
Honda,Blue,68571,4,"$6,863.09"
Toyota,Green,223619,4,"$7,837.05"
Nissan,Black,66244,3,"$6,877.35"
Toyota,CanyonRidge,246390,4,"$4,119.92"
Honda,CanyonRidge,96885,3,"$5,334.25"
Ford,Blue,165280,3,"$4,064.95"
BMW,Green,37632,4,"$23,081.82"
Toyota,Red,157795,3,"$5,718.58"
Honda,Blue,188627,3,"$6,833.30"
Ford,Green,202725,3,"$12,104.49"
Toyota,Red,200573,3,"$7,073.98"
Nissan,Blue,205199,5,"$7,626.62"
Ford,CanyonRidge,25822,3,"$14,596.10"
Honda,Red,201911,4,"$7,290.12"
Nissan,Blue,72886,5,"$6,408.70"
Honda,White,66146,3,"$7,797.24"
Honda,Blue,63577,4,"$8,310.46"
Nissan,Green,124159,5,"$8,464.12"
Honda,Green,231047,4,"$7,258.65"
BMW,Green,45730,4,"$17,689.09"
BMW,CanyonRidge,167199,3,"$22,905.25"
Toyota,Green,68736,3,"$5,881.70"
Ford,White,230904,4,"$6,804.42"
BMW,Green,103621,3,"$29,844.80"
Honda,Green,163194,5,"$5,986.19"
BMW,Red,172623,3,"$27,164.64"
Ford,Blue,89243,4,"$18,712.23"
Nissan,Red,139716,4,"$6,162.41"
Honda,Black,34850,5,"$6,768.97"
Ford,Green,162615,5,"$20,708.36"
Nissan,White,39511,4,"$3,923.86"
Toyota,Green,225302,3,"$7,187.44"
Honda,Blue,117174,3,"$6,599.35"
BMW,Blue,127798,4,"$19,965.24"
Ford,White,59624,5,"$10,621.09"
Honda,Green,239287,3,"$8,514.03"
Toyota,White,191879,4,"$5,212.10"
Toyota,Blue,219944,4,"$7,203.65"
Ford,Black,43203,5,"$18,189.32"
Honda,Black,93733,3,"$6,217.51"
Honda,Red,146603,5,"$8,188.98"
Toyota,Blue,240072,3,"$7,228.20"
Toyota,Red,72341,3,"$6,709.95"
Toyota,White,100596,4,"$6,160.50"
Ford,Green,46439,5,"$14,903.65"
BMW,White,137434,4,"$29,348.70"
Ford,Red,61399,4,"$5,333.70"
Ford,Red,177913,3,"$8,316.15"
Toyota,Green,214528,5,"$7,493.44"
Honda,Black,188924,3,"$5,319.00"
Toyota,Blue,143951,3,"$4,345.65"
Nissan,Blue,156290,3,"$9,320.95"
Toyota,Black,123381,4,"$5,232.21"
Ford,Blue,68693,5,"$24,304.26"
Honda,Blue,205496,3,"$8,301.21"
Ford,Red,200474,5,"$13,868.40"
Toyota,Black,160503,5,"$5,823.54"
Honda,Green,167468,3,"$8,111.43"
Toyota,Black,16526,4,"$5,446.90"
Honda,Red,170488,3,"$5,835.42"
Ford,Black,210510,3,"$18,995.67"
BMW,CanyonRidge,151679,5,"$17,593.52"
BMW,Black,144120,4,"$26,546.17"
BMW,CanyonRidge,105226,4,"$28,518.31"
Ford,Blue,128868,3,"$19,388.23"
Nissan,Red,179678,4,"$9,653.99"
Nissan,Red,249457,3,"$9,246.02"
Honda,Blue,125945,5,"$6,703.28"
Ford,CanyonRidge,46543,5,"$19,245.36"
Honda,CanyonRidge,34028,3,"$6,871.55"
BMW,CanyonRidge,144874,3,"$21,854.69"
Toyota,Blue,111154,3,"$6,170.32"
BMW,CanyonRidge,165504,3,"$16,342.92"
Nissan,Black,124044,5,"$8,438.27"
Honda,Blue,120805,4,"$8,810.08"
Ford,Blue,41966,5,"$4,278.05"
Honda,Black,190133,5,"$6,978.02"
Ford,Black,128791,3,"$21,137.36"
Ford,White,41496,4,"$8,594.66"
Toyota,Black,144991,3,"$5,501.24"
Honda,White,114675,5,"$7,262.84"
BMW,Blue,107158,4,"$16,083.42"
BMW,Black,94870,4,"$28,320.36"
Nissan,Black,33557,4,"$6,975.81"
BMW,CanyonRidge,13600,5,"$28,534.65"
Toyota,Black,247945,3,"$7,175.82"
Honda,Red,61794,3,"$5,707.42"
Honda,CanyonRidge,104334,3,"$7,215.21"
Toyota,Red,142189,4,"$6,780.06"
BMW,Green,215740,3,"$20,457.61"
Honda,Black,232659,4,"$6,077.64"
Toyota,Blue,28639,4,"$4,534.46"
Toyota,Blue,132505,5,"$6,787.42"
BMW,CanyonRidge,148265,3,"$18,366.31"
Ford,Red,139024,3,"$23,188.85"
Ford,Red,177375,5,"$7,177.97"
Toyota,Green,209558,5,"$6,228.04"
Ford,Green,120231,3,"$18,710.28"
Nissan,Red,72354,5,"$4,767.39"
Nissan,White,97565,3,"$8,320.48"
Ford,Red,138695,5,"$21,468.24"
Nissan,White,121484,3,"$3,069.60"
BMW,Black,116762,4,"$24,056.12"
BMW,Red,168000,4,"$20,229.78"
Honda,Blue,228496,4,"$8,160.87"
Ford,White,218205,3,"$16,267.07"
Toyota,CanyonRidge,62924,5,"$6,553.97"
Honda,CanyonRidge,25265,3,"$7,655.08"
Ford,Black,63446,5,"$5,041.17"
Toyota,CanyonRidge,70893,3,"$7,381.80"
BMW,Black,234294,4,"$25,643.66"
Nissan,CanyonRidge,61396,5,"$9,843.09"
Ford,Red,64374,3,"$15,271.69"
Toyota,Green,184560,5,"$6,422.44"
BMW,Blue,141020,3,"$27,820.00"
Toyota,Green,32755,3,"$4,726.32"
Toyota,Green,104718,5,"$5,605.66"
Nissan,Black,36104,5,"$5,282.28"
Toyota,Black,82445,4,"$5,305.26"
Toyota,Red,83142,5,"$6,950.96"
Toyota,Red,236404,5,"$6,821.63"
Nissan,Red,216937,4,"$9,935.70"
Toyota,Red,185474,4,"$5,347.99"
Nissan,Blue,207632,5,"$3,918.02"
Nissan,Blue,115749,3,"$6,174.64"
BMW,Blue,116102,3,"$25,602.75"
Honda,Green,145906,4,"$5,590.57"
Honda,White,215666,5,"$6,842.87"
Ford,White,193541,5,"$4,271.56"
BMW,Black,28626,5,"$29,191.01"
Toyota,Black,163083,3,"$5,469.46"
Ford,White,112886,3,"$23,778.10"
Toyota,White,245989,4,"$7,218.37"
BMW,CanyonRidge,178413,5,"$20,816.40"
Nissan,Black,196252,5,"$5,964.31"
Toyota,Red,163162,4,"$7,143.57"
Ford,Red,165197,3,"$6,669.06"
Nissan,Green,158817,4,"$6,713.13"
Honda,CanyonRidge,220563,5,"$8,266.68"
Toyota,Blue,84780,4,"$7,134.07"
Ford,Green,61453,4,"$8,203.62"
Toyota,Red,130382,3,"$4,861.02"
Ford,White,176264,3,"$5,204.39"
Nissan,Blue,173661,5,"$6,398.13"
Ford,Red,105301,5,"$15,498.83"
BMW,Blue,142883,5,"$23,479.27"
Ford,Red,79901,4,"$14,161.29"
BMW,Green,28827,4,"$20,229.96"
Ford,Blue,164564,5,"$4,488.17"
Nissan,CanyonRidge,237273,4,"$5,440.59"
BMW,Green,176458,5,"$17,013.19"
Toyota,Black,80790,4,"$7,127.93"
Ford,Blue,134729,5,"$5,055.69"
BMW,Blue,179452,5,"$25,201.21"
Nissan,Black,55792,5,"$4,729.18"
Toyota,Black,207564,5,"$4,236.66"
Honda,Green,17533,3,"$8,535.07"
Nissan,Black,219982,4,"$9,609.53"
Honda,White,27848,5,"$5,639.05"
Honda,Green,156092,4,"$8,944.98"
Ford,Blue,99635,3,"$24,612.55"
Nissan,White,155423,3,"$6,225.72"
Nissan,CanyonRidge,67316,5,"$8,668.79"
Nissan,Red,223088,4,"$4,427.12"
Nissan,Blue,243097,3,"$4,814.27"
Ford,Red,72186,4,"$14,706.16"
Toyota,Blue,81712,5,"$4,799.86"
BMW,Black,178387,5,"$23,442.03"
Ford,Red,189352,4,"$24,357.90"
BMW,Green,193914,3,"$28,210.56"
BMW,Black,92105,5,"$21,553.64"
Nissan,Blue,29215,4,"$7,877.98"
Nissan,CanyonRidge,169245,5,"$7,805.18"
Toyota,CanyonRidge,145878,4,"$6,752.42"
BMW,Green,211832,4,"$20,391.56"
Ford,Green,59330,5,"$10,033.57"
Nissan,White,51973,3,"$6,666.05"
Nissan,Blue,125239,4,"$4,939.51"
Nissan,Blue,191851,5,"$5,842.83"
Ford,CanyonRidge,38754,4,"$15,706.65"
BMW,Blue,50389,3,"$27,794.99"
BMW,Green,195103,4,"$16,047.19"
Toyota,Blue,46114,5,"$7,362.21"
Ford,White,79872,4,"$13,371.29"
BMW,Green,82441,4,"$26,797.94"
Nissan,Red,129106,4,"$9,677.38"
Nissan,CanyonRidge,121978,3,"$4,939.19"
Honda,Red,111072,4,"$5,837.03"
Honda,Blue,88470,5,"$8,212.80"
BMW,Green,162425,4,"$26,277.10"
Nissan,Red,167245,3,"$8,667.01"
Nissan,Red,162118,4,"$4,986.19"
BMW,CanyonRidge,205578,5,"$26,696.35"
Honda,White,100223,3,"$7,177.66"
Honda,Black,218620,4,"$7,436.38"
Ford,Green,122927,5,"$5,005.11"
Toyota,Blue,132397,5,"$6,106.82"
Honda,Blue,188324,4,"$7,095.76"
Toyota,Green,171779,5,"$6,006.17"
Ford,Black,247752,5,"$11,646.84"
Ford,Red,126342,3,"$13,763.30"
Ford,CanyonRidge,51983,3,"$20,528.19"
Nissan,White,247527,5,"$9,009.30"
Ford,White,150075,3,"$24,482.05"
Ford,Red,82793,4,"$17,953.50"
Honda,Red,100054,5,"$7,521.97"
Nissan,Red,134176,5,"$3,478.97"
Honda,Red,19343,4,"$6,821.25"
Nissan,Black,87363,3,"$5,084.00"
BMW,Red,111138,3,"$17,205.47"
BMW,Red,53367,3,"$17,292.02"
Honda,Red,116618,3,"$8,946.82"
Nissan,Blue,12757,5,"$6,564.79"
BMW,Green,57512,4,"$23,562.81"
Nissan,Black,54893,4,"$7,948.44"
Toyota,CanyonRidge,124557,4,"$5,042.88"
Toyota,CanyonRidge,18306,4,"$5,639.42"
Toyota,White,14466,5,"$6,560.65"
Ford,Green,172664,4,"$23,144.38"
Nissan,Blue,166700,3,"$7,641.77"
Honda,Blue,218226,5,"$6,365.39"
BMW,Green,22056,3,"$26,685.60"
Nissan,White,211583,3,"$4,202.32"
BMW,Black,62280,5,"$18,052.26"
Toyota,White,165723,4,"$7,564.96"
Toyota,White,231922,3,"$6,950.08"
Toyota,Green,114127,4,"$6,105.88"
BMW,Black,133180,5,"$19,024.67"
Ford,CanyonRidge,31417,4,"$22,064.22"
Toyota,CanyonRidge,143498,3,"$6,549.98"
Nissan,White,94696,5,"$3,093.13"
Toyota,White,30732,4,"$4,938.06"
Nissan,Black,89145,5,"$3,984.22"
Honda,White,33796,3,"$7,677.82"
Nissan,White,236395,5,"$6,067.60"
Toyota,CanyonRidge,204963,3,"$4,328.49"
Honda,CanyonRidge,182386,4,"$7,455.75"
Toyota,Blue,233438,3,"$6,698.17"
Toyota,CanyonRidge,179741,5,"$4,898.71"
Toyota,Green,67654,3,"$5,960.64"
BMW,Blue,195699,5,"$28,496.39"
Toyota,Black,69549,4,"$4,488.74"
BMW,Green,182952,5,"$22,256.26"
Ford,CanyonRidge,223132,4,"$12,335.87"
BMW,Green,70170,5,"$28,491.62"
Nissan,Black,65407,3,"$9,063.52"
Honda,Black,70653,5,"$5,041.04"
Nissan,Green,176332,4,"$3,332.73"
Toyota,Green,88297,4,"$4,967.15"
Toyota,Black,67776,4,"$4,983.10"
Honda,Green,31919,5,"$8,949.29"
Nissan,Black,82309,4,"$7,189.18"
BMW,White,59457,4,"$22,607.95"
Toyota,Blue,227444,5,"$7,313.51"
BMW,Red,152607,5,"$16,630.99"
Honda,White,132674,3,"$6,070.12"
Honda,White,97890,4,"$7,896.74"
Toyota,Green,197246,5,"$7,678.74"
BMW,Blue,228659,5,"$23,885.43"
Ford,White,219190,3,"$13,896.08"
Honda,White,214376,3,"$6,939.01"
Toyota,Blue,113282,4,"$4,809.52"
BMW,Green,143971,4,"$19,731.34"
Nissan,Green,149350,5,"$5,684.71"
Honda,Black,203736,4,"$5,076.85"
Nissan,Blue,218711,5,"$9,949.99"
Toyota,Black,215187,4,"$4,366.69"
Toyota,Green,68891,5,"$5,336.74"
Toyota,Red,213605,3,"$7,652.71"
Ford,CanyonRidge,27860,5,"$21,781.48"
Honda,White,52826,4,"$5,950.43"
Ford,White,144563,4,"$20,351.67"
Nissan,Red,68677,3,"$3,897.60"
Honda,Black,57472,4,"$8,534.37"
Nissan,CanyonRidge,134356,3,"$3,914.24"
BMW,Red,88296,4,"$19,494.28"
Toyota,Red,187454,4,"$4,426.26"
Nissan,Black,14128,4,"$9,791.71"
Honda,Black,21740,3,"$6,186.48"
Honda,White,194070,5,"$7,099.69"
BMW,CanyonRidge,234017,4,"$27,439.65"
Toyota,Red,119555,4,"$5,715.11"
Ford,Red,15675,5,"$20,976.35"
Ford,CanyonRidge,153861,5,"$19,919.23"
Toyota,CanyonRidge,172324,4,"$5,890.84"
Ford,Black,172722,5,"$17,252.59"
Toyota,Blue,154659,4,"$6,876.70"
Toyota,White,45368,5,"$5,437.81"
Toyota,Red,19806,3,"$5,017.45"
Ford,Black,79817,3,"$11,385.54"
Honda,Red,137482,3,"$5,810.29"
BMW,Blue,11801,4,"$20,982.54"
BMW,Green,194362,5,"$22,211.22"
Nissan,Green,110048,5,"$3,503.03"
Toyota,Blue,235990,4,"$7,584.48"
BMW,Black,203938,4,"$23,595.02"
Toyota,Blue,147039,4,"$6,682.81"
BMW,Green,47908,4,"$27,712.73"
Nissan,Green,82564,4,"$9,487.60"
BMW,Black,101732,3,"$25,367.40"
Toyota,White,122282,4,"$6,192.58"
Nissan,Green,120072,4,"$5,147.37"
Ford,Red,174369,3,"$9,968.82"
Nissan,Red,63759,5,"$4,322.09"
Ford,Green,23383,3,"$14,909.23"
Ford,CanyonRidge,137998,4,"$20,145.99"
Honda,Black,197741,4,"$5,854.15"
Nissan,CanyonRidge,130416,4,"$3,000.43"
Toyota,CanyonRidge,213524,4,"$6,547.23"
Honda,CanyonRidge,222278,3,"$8,078.96"
Nissan,Black,245271,5,"$9,797.46"
BMW,Green,193653,3,"$26,860.64"
BMW,Blue,18511,3,"$17,138.69"
Toyota,Green,181611,3,"$5,945.42"
BMW,Black,143218,5,"$24,639.54"
Toyota,Blue,224295,5,"$4,235.89"
BMW,Red,140307,4,"$21,303.67"
BMW,Red,231358,5,"$15,858.92"
Nissan,Blue,40143,5,"$3,794.16"
Toyota,Red,38185,5,"$4,969.73"
Nissan,Blue,178431,5,"$4,154.14"
Toyota,Black,196829,5,"$4,260.39"
Ford,CanyonRidge,41698,5,"$9,287.39"
Toyota,Red,81741,5,"$6,511.95"
Nissan,Black,174148,5,"$8,837.84"
Toyota,Red,239888,5,"$6,456.33"
BMW,White,24387,3,"$20,171.16"
Toyota,Red,128933,5,"$7,345.13"
Nissan,Blue,94815,4,"$5,895.45"
Toyota,White,206610,3,"$7,798.34"
BMW,White,148130,3,"$29,706.61"
BMW,CanyonRidge,98965,3,"$20,342.02"
Ford,Green,186918,5,"$14,958.95"
Nissan,Red,128474,5,"$5,804.68"
Honda,Green,119333,4,"$8,369.71"
Toyota,Green,229914,3,"$7,650.15"
Nissan,Green,16865,4,"$6,752.28"
Ford,Black,149760,4,"$10,226.44"
Toyota,Green,185199,5,"$5,859.53"
Nissan,Blue,52473,5,"$8,598.48"
Nissan,Red,94187,4,"$6,272.19"
BMW,Green,204688,4,"$21,958.13"
Toyota,Red,185297,5,"$7,430.19"
Nissan,Green,187647,5,"$9,099.96"
Nissan,White,165284,5,"$4,963.04"
Nissan,Green,239971,4,"$9,202.53"
Toyota,CanyonRidge,218228,4,"$4,398.68"
Honda,Blue,239974,3,"$7,315.31"
Ford,Blue,109286,3,"$15,933.97"
BMW,White,29833,5,"$21,436.22"
Toyota,CanyonRidge,94356,5,"$4,786.75"
BMW,White,133320,4,"$22,376.29"
Nissan,Blue,36425,3,"$5,197.12"
Honda,Blue,12441,3,"$6,346.39"
Ford,Red,182102,4,"$20,321.21"
Nissan,Black,213097,4,"$3,008.87"
Nissan,White,223081,5,"$7,563.03"
Toyota,Green,67407,5,"$4,575.64"
Honda,Blue,236738,4,"$8,492.45"
Ford,Blue,202876,4,"$12,010.03"
Nissan,White,228793,5,"$9,300.83"
BMW,CanyonRidge,64004,3,"$17,555.64"
Honda,Red,207817,3,"$7,216.59"
BMW,White,150764,4,"$18,677.06"
Nissan,Blue,25280,4,"$5,240.22"
Nissan,Blue,87486,4,"$4,123.33"
BMW,White,102687,3,"$28,792.06"
Honda,Red,213151,5,"$5,455.88"
BMW,Black,22606,3,"$16,836.10"
Nissan,Red,93241,3,"$4,368.09"
Toyota,Red,117508,4,"$6,338.81"
Toyota,Black,56768,4,"$6,835.49"
Nissan,CanyonRidge,68101,4,"$9,669.97"
Honda,Blue,31634,5,"$6,313.38"
Ford,Blue,220066,5,"$20,223.90"
BMW,Black,116399,3,"$24,754.53"
Nissan,CanyonRidge,17713,5,"$4,003.44"
Nissan,White,30050,4,"$4,338.09"
Nissan,White,227109,5,"$5,337.32"
Honda,Blue,145750,5,"$5,989.30"
Toyota,Red,44560,3,"$6,901.16"
Honda,Red,128168,3,"$6,245.80"
Toyota,Black,238990,3,"$6,130.91"
Nissan,Green,127879,3,"$7,418.17"
Ford,Blue,178610,5,"$19,633.58"
Honda,Green,134411,3,"$5,708.35"
Nissan,White,158163,5,"$6,242.94"
Toyota,CanyonRidge,62773,3,"$6,308.78"
BMW,Blue,148096,4,"$19,996.99"
Toyota,CanyonRidge,245239,3,"$4,470.77"
Toyota,Green,204768,4,"$5,830.23"
Nissan,Red,200520,4,"$4,860.26"
Toyota,Blue,133223,4,"$7,739.82"
BMW,Blue,74006,4,"$16,678.63"
Ford,CanyonRidge,198560,5,"$10,674.54"
Honda,Red,143612,5,"$6,315.37"
Nissan,White,249088,4,"$7,196.05"
Toyota,Red,107977,4,"$5,921.05"
Toyota,White,158654,3,"$7,622.85"
Nissan,White,126858,5,"$6,896.94"
Nissan,White,82665,5,"$3,714.97"
Honda,White,220067,5,"$8,145.28"
Nissan,Black,21235,4,"$8,032.75"
BMW,CanyonRidge,126187,5,"$25,971.37"
Toyota,Green,67962,5,"$5,177.74"
Ford,Red,67995,5,"$12,829.58"
Ford,Blue,95057,3,"$22,750.61"
Honda,Red,188983,3,"$8,192.27"
BMW,Red,198948,3,"$15,984.36"
Toyota,Green,101697,3,"$5,537.83"
Ford,Black,71576,3,"$23,523.21"
Honda,Green,111105,3,"$8,709.33"
Toyota,Black,197116,3,"$6,198.67"
BMW,Blue,64273,3,"$19,809.54"
Toyota,Black,133779,3,"$5,768.12"
Nissan,Black,161609,3,"$9,169.20"
Toyota,Black,61175,3,"$6,315.88"
Ford,Red,215660,4,"$22,476.41"
Honda,Black,68009,5,"$7,350.21"
Ford,CanyonRidge,24249,3,"$4,766.89"
Honda,CanyonRidge,123187,3,"$7,556.38"
BMW,Black,127809,5,"$22,272.38"
Toyota,Green,57254,4,"$5,111.50"
BMW,Green,119744,5,"$15,802.15"
